Customer Id,Recency,Frequency,Monetary,Avg_Order_Value,Unique_Product_Categories,Avg_Discount_Rate,Total_Profit
4256,305,4,1887.7300453,471.932511325,3.0,0.09,164.139997753
4257,279,5,5734.43012811,1146.886025622,2.0,0.12,191.8900032
4258,124,5,5241.70009023,1048.3400180459998,4.0,0.17,403.13000297
4259,157,6,1964.79002394,327.46500399,5.0,0.09,956.2999991739999
4260,165,4,2049.640024191,512.41000604775,5.0,0.12,501.49999828800003
4261,229,7,4035.58010866,576.5114440942857,5.0,0.09,-369.510039008
4263,285,3,1709.89003374,569.96334458,4.0,0.08,-56.440001466000005
4264,555,3,1414.84003064,471.6133435466666,3.0,0.14,505.290003839
4265,263,9,4895.35010548,543.9277894977778,5.0,0.11,468.729995728
4266,261,2,1371.63999377,685.819996885,5.0,0.12,785.3699898479999
4267,379,5,2469.76005184,493.952010368,5.0,0.11,534.3199934290001
4268,435,5,4069.53005984,813.906011968,5.0,0.12,-95.86001870999996
4269,581,5,2389.79005824,477.95801164799997,4.0,0.09,454.619999791
4270,357,5,3349.61004252,669.922008504,5.0,0.09,199.98001475700005
4271,430,3,799.8800049,266.6266683,4.0,0.09,506.160006476
4272,185,7,4526.59010715,646.6557295928571,4.0,0.09,355.040005042
4273,390,4,2419.75005163,604.9375129075,4.0,0.11,426.919996588
4274,324,4,1833.67003236,458.41750809,5.0,0.12,813.090000884
4275,231,6,4469.49007044,744.91501174,5.0,0.11,-96.58001424999998
4276,220,6,4924.46012122,820.7433535366666,4.0,0.11,-1345.570020218
4277,684,1,1239.84002308,1239.84002308,4.0,0.07,-1049.6800209449998
4278,143,10,4949.43009202,494.94300920200004,5.0,0.11,219.150004994
4279,187,5,4421.51005954,884.3020119079999,5.0,0.1,-362.0299821399999
4280,276,5,3189.7900697,637.95801394,4.0,0.09,492.009996431
4281,203,3,2813.64008334,937.88002778,4.0,0.08,361.169994239
4282,361,6,3529.61010362,588.2683506033333,4.0,0.15,240.89998154200003
4283,655,4,2104.82003398,526.205008495,4.0,0.1,730.51999281
4284,299,3,1619.86004258,539.9533475266667,4.0,0.13,213.17000258399997
4285,350,4,2394.78006372,598.69501593,3.0,0.1,146.78999996
4286,350,4,2239.61003118,559.902507795,3.0,0.1,337.340007324
4287,797,1,639.91000744,639.91000744,6.0,0.1,333.879992076
4288,280,3,1599.79002758,533.2633425266666,4.0,0.07,237.559999457
4289,132,7,3169.58005534,452.79715076285714,3.0,0.07,-293.60000565800004
4290,369,10,6059.2801323799995,605.928013238,6.0,0.09,439.70998240200004
4291,131,5,2399.59004982,479.91800996399996,3.0,0.13,-149.079995282
4292,243,2,2029.7700271600002,1014.8850135800001,4.0,0.09,619.409987891
4293,873,2,1779.77003858,889.88501929,2.0,0.13,189.78000450000002
4294,140,1,759.9300232,759.9300232,4.0,0.1,-7.369981816000006
4295,506,7,3447.64008523,492.52001217571427,4.0,0.11,87.20000030599998
4296,219,5,3019.55005258,603.9100105159999,5.0,0.1,928.229999307
4297,225,7,4575.41009538,653.6300136257142,5.0,0.13,508.07999802
4298,627,4,3879.58008588,969.89502147,4.0,0.09,468.049994383
4299,255,4,2859.69004818,714.922512045,4.0,0.1,1401.080012488
4300,255,5,2609.65003196,521.930006392,5.0,0.09,390.500003791
4301,265,3,1305.7600326299998,435.25334420999997,4.0,0.07,404.879990867
4302,196,6,3409.6800958,568.2800159666666,5.0,0.09,200.540012128
4303,125,5,4139.49009328,827.898018656,,,
4304,471,3,1849.7900239,616.5966746333334,4.0,0.09,235.449998355
4305,271,7,4094.64010238,584.9485860542857,4.0,0.09,298.59000588
4306,156,7,3359.67006684,479.95286669142854,5.0,0.1,67.06000706199998
4307,447,3,2769.61004646,923.20334882,5.0,0.07,206.15000153399998
4308,194,9,4665.59011848,518.3989020533332,3.0,0.12,-887.9799886410001
4309,199,5,2289.7600478599998,457.95200957199995,4.0,0.11,579.819997265
4310,298,2,1349.94002536,674.97001268,3.0,0.1,-860.6599795500001
4311,171,5,2119.81004716,423.962009432,3.0,0.08,862.05999371
4312,232,3,1949.7300567,649.9100189,2.0,0.1,265.54000478
4313,537,4,1689.8600464,422.4650116,5.0,0.11,-293.140030602
4314,140,4,1333.91003422,333.477508555,5.0,0.1,229.57999033000004
4315,495,5,2599.64002994,519.928005988,5.0,0.09,-383.56998345700003
4316,487,5,3256.54004282,651.308008564,5.0,0.12,570.8500032899999
4317,199,2,1499.9200286999999,749.9600143499999,5.0,0.12,1017.929998366
4318,369,9,5515.4301225399995,612.825569171111,2.0,0.15,-117.07001398999998
4319,261,2,924.9100266,462.4550133,4.0,0.11,959.8099933049999
4320,129,12,5016.34011263,418.02834271916663,5.0,0.13,196.439991475
4321,796,4,1769.8300401,442.457510025,4.0,0.12,434.09000239799997
4322,171,6,3389.63004304,564.9383405066667,5.0,0.11,589.31000223
4323,149,7,4016.54004465,573.7914349499999,3.0,0.13,1056.329997137
4324,377,6,3559.57007601,593.2616793349999,5.0,0.07,490.750000969
4325,568,2,1369.8700256,684.9350128,3.0,0.11,245.470003859
4326,317,4,3169.63005448,792.40751362,5.0,0.08,95.63001870299996
4327,369,4,2096.75004578,524.187511445,3.0,0.1,66.48999784999998
4328,360,2,1949.86004258,974.93002129,3.0,0.22,152.029996665
4329,184,4,1675.77002708,418.94250677,5.0,0.09,137.760002623
4330,196,4,2629.68007284,657.42001821,5.0,0.09,960.2700183750001
4331,128,5,3644.59004976,728.918009952,5.0,0.11,526.130030559
4332,174,3,1169.90003206,389.96667735333335,4.0,0.1,-372.559997995
4333,459,6,4221.4400634,703.5733439,4.0,0.09,222.51999755100002
4334,240,3,1999.7700349,666.5900116333333,3.0,0.09,-190.48001668
4335,163,5,2994.62007136,598.924014272,2.0,0.11,153.74999618
4336,543,4,1159.79001236,289.94750309,4.0,0.1,-26.079998364000005
4337,285,6,3239.6000518,539.9333419666667,5.0,0.06,719.490002691
4338,172,6,3069.69007488,511.61501247999996,6.0,0.09,971.060013563
4339,403,4,2270.75004388,567.68751097,5.0,0.08,-214.76002404
4340,136,6,4074.4800415600002,679.0800069266667,4.0,0.09,774.1500095839999
4341,207,5,2634.55004878,526.910009756,5.0,0.13,173.79000366499997
4342,217,5,4279.48003404,855.8960068079999,3.0,0.13,-48.869993188999985
4343,141,6,2639.54002949,439.9233382483333,4.0,0.12,1.37998680299998
4344,241,3,1011.85001567,337.28333855666665,3.0,0.11,1043.909995714
4345,427,4,2009.8300553,502.457513825,3.0,0.09,41.73999404000002
4346,654,5,2103.72004324,420.744008648,5.0,0.11,527.36999701
4347,443,4,1499.8700294599998,374.96750736499996,3.0,0.09,751.5200047879999
4348,150,7,3899.37007916,557.0528684514286,4.0,0.13,25.16000081
4349,334,7,3453.39006416,493.3414377371428,6.0,0.12,-452.359998831
4350,363,4,3079.73007584,769.93251896,3.0,0.16,103.74999618000001
4351,410,2,739.78001774,369.89000887,3.0,0.1,-616.509998307
4352,300,5,3034.69005214,606.938010428,4.0,0.1,-57.03999476200004
4353,366,6,2599.6800347,433.2800057833333,3.0,0.11,-998.48001763
4354,256,8,4133.48005304,516.68500663,3.0,0.1,217.16000792900002
4355,328,2,1519.89003374,759.94501687,3.0,0.07,305.73999784
4356,186,5,1924.79003524,384.958007048,5.0,0.13,-403.08000086100003
4357,346,6,3747.46009448,624.5766824133333,6.0,0.09,388.300011632
4358,351,4,2409.7200316999997,602.4300079249999,3.0,0.08,467.24000166999997
4359,284,4,2630.63006216,657.65751554,6.0,0.09,146.30998997400002
4360,344,2,1049.9200286999999,524.9600143499999,3.0,0.1,170.520001414
4361,524,1,439.98000718000003,439.98000718000003,5.0,0.11,-431.769997113
4362,426,4,2244.85003288,561.21250822,4.0,0.07,359.59000111
4363,599,2,1434.81002805,717.405014025,6.0,0.12,-63.97000975300003
4364,288,6,3249.63003536,541.6050058933333,5.0,0.08,774.179986847
4365,465,1,1069.84003064,1069.84003064,5.0,0.11,676.6499976160001
4366,266,6,2319.73004538,386.62167423,4.0,0.06,-147.33000275600003
4367,415,5,4039.60005958,807.920011916,5.0,0.1,688.609999752
4369,203,6,2729.69004058,454.9483400966667,5.0,0.1,-609.569982501
4370,784,3,1919.6800156,639.8933385333333,4.0,0.11,595.399990093
4371,162,1,329.97000119999996,329.97000119999996,4.0,0.09,293.12998861
4372,148,6,3119.6600494,519.9433415666666,4.0,0.07,651.249999106
4373,182,2,1179.84003448,589.92001724,6.0,0.1,730.52999287
4374,319,6,3296.4200554,549.4033425666667,3.0,0.1,333.85000324
4375,338,6,4097.42006304,682.90334384,5.0,0.1,-1134.219975795
4376,173,8,5219.45009618,652.4312620225,2.0,0.11,-15.659996019999994
4377,231,5,2657.76006511,531.552013022,5.0,0.09,-192.05998891900003
4378,127,4,1999.8100586799999,499.95251466999997,4.0,0.09,317.790003099
4379,644,2,871.75000758,435.87500379,5.0,0.1,753.110008982
4380,125,6,3909.5800552,651.5966758666667,5.0,0.06,301.679999809
4381,136,7,4019.4800912,574.2114416000001,6.0,0.09,536.910014441
4382,240,4,2985.69005596,746.42251399,5.0,0.08,657.769999312
4383,513,4,2629.76006318,657.440015795,4.0,0.08,642.069993504
4384,439,3,2663.6800689,887.8933563,5.0,0.08,617.50999915
4385,1038,1,329.97000119999996,329.97000119999996,6.0,0.15,268.970002288
4386,257,5,2359.73003581,471.946007162,3.0,0.08,-76.03999905
4387,289,4,1354.78002361,338.6950059025,4.0,0.17,-267.10001181
4388,186,10,4419.57007982,441.95700798199994,4.0,0.17,576.479996196
4389,1034,1,1049.8000031,1049.8000031,5.0,0.09,328.269998539
4390,338,7,2619.8400765799997,374.2628680828571,3.0,0.12,829.329991584
4391,147,8,4079.54009635,509.94251204375,5.0,0.1,618.320000049
4392,350,5,2249.78004848,449.956009696,3.0,0.08,505.51999566999996
4393,235,2,959.8700180000001,479.93500900000004,4.0,0.08,191.22999858
4394,220,8,6514.36008848,814.29501106,4.0,0.12,585.5400009379999
4395,208,3,2764.7200546599997,921.5733515533333,4.0,0.13,194.049989707
4396,591,4,2839.73007204,709.93251801,5.0,0.08,1000.149988137
4397,145,5,2979.76004795,595.95200959,2.0,0.1,432.430006074
4398,387,5,1869.77004047,373.95400809399996,4.0,0.13,589.719998279
4399,261,8,5404.43012242,675.5537653025,4.0,0.1,673.030014961
4400,128,6,4679.5901032,779.9316838666667,4.0,0.12,-172.660010279
4401,209,3,877.9400101,292.64667003333335,5.0,0.1,536.089997965
4402,305,7,4117.48007777,588.2114396814286,3.0,0.08,135.149999622
4403,163,4,3389.68006902,847.420017255,2.0,0.12,97.94000148399999
4404,261,7,4194.3400536,599.1914362285714,4.0,0.12,111.72999476000001
4405,279,3,1459.8800354,486.62667846666665,4.0,0.11,522.47999863
4406,137,8,5704.390133,713.048766625,4.0,0.07,231.74001924699996
4407,239,6,4529.52009966,754.92001661,3.0,0.13,-39.969997410999994
4408,366,5,2609.6700479,521.9340095800001,4.0,0.07,554.600003712
4409,856,3,2029.8000488399998,676.60001628,4.0,0.12,1172.17000094
4410,829,1,709.9000091,709.9000091,,,
4411,347,5,3369.7300683,673.94601366,5.0,0.13,237.140003683
4412,183,7,4024.52008649,574.9314409271428,3.0,0.08,-385.170002927
4413,216,3,2529.7500306,843.2500102,2.0,0.04,106.41000174999999
4414,951,3,1579.8000488,526.6000162666667,5.0,0.1,670.680004288
4415,234,7,4139.61009994,591.3728714199999,2.0,0.11,-337.769991381
4416,578,5,3003.59006882,600.718013764,5.0,0.13,222.039997426
4417,276,7,4249.52009576,607.0742993942857,4.0,0.1,101.039994861
4418,388,3,599.9100113,199.97000376666665,5.0,0.09,566.16999431
4419,203,4,2254.81006635,563.7025165875,5.0,0.08,345.329991811
4420,139,5,3634.50004563,726.900009126,4.0,0.07,390.80000501
4421,262,6,3024.520006171,504.0866676951667,2.0,0.07,232.309997559
4422,155,7,4884.4201203,697.7743029000001,5.0,0.11,1132.2800099649999
4423,443,2,1069.86002348,534.93001174,4.0,0.11,390.350003143
4424,285,5,2531.66006277,506.332012554,5.0,0.1,534.550002061
4425,176,4,2709.6000214,677.40000535,4.0,0.07,-968.1499900599999
4426,195,5,3849.5300521199997,769.906010424,4.0,0.12,553.35999109
4427,383,7,4093.65011606,584.8071594371429,2.0,0.18,25.130000113
4428,719,2,1149.9300232,574.9650116,5.0,0.11,-589.8900222460001
4429,413,5,2273.60003276,454.720006552,4.0,0.1,-639.32999514
4430,259,2,1129.9200286999999,564.9600143499999,5.0,0.12,873.00999549
4431,322,4,2509.71004488,627.42751122,2.0,0.11,343.13999561
4432,165,7,4843.4400749199995,691.9200107028571,3.0,0.09,662.36999411
4433,264,4,3739.54007716,934.88501929,6.0,0.09,587.190015904
4434,207,5,3751.44006352,750.288012704,3.0,0.09,662.009996332
4435,413,10,5613.25011066,561.325011066,3.0,0.06,123.06000328100001
4436,181,4,4239.6501046,1059.91252615,6.0,0.11,945.799996735
4437,529,3,1213.89001844,404.63000614666663,6.0,0.1,869.949997864
4438,135,6,4222.41009534,703.73501589,5.0,0.08,-102.87999061000001
4439,198,3,1999.89003756,666.63001252,5.0,0.09,261.78998757
4440,157,7,4214.3300478,602.0471496857143,6.0,0.14,-232.81001231899998
4441,942,1,804.95001413,804.95001413,6.0,0.08,-567.2499408470001
4442,144,5,1549.8000184,309.96000368,4.0,0.13,-195.10996499499996
4443,347,3,1659.86001586,553.2866719533333,3.0,0.06,-562.33000185
4444,218,7,5649.40010456,807.0571577942857,5.0,0.1,863.259996727
4445,790,1,339.92000578,339.92000578,4.0,0.1,948.209996478
4446,339,5,2729.66006474,545.932012948,5.0,0.13,871.9199989399999
4447,402,4,1899.7500382,474.93750955,3.0,0.13,-78.33000562999999
4448,604,3,829.9100227399999,276.63667424666664,4.0,0.09,67.68999920499998
4449,204,4,1009.86001009,252.4650025225,5.0,0.12,1120.009997418
4450,222,7,2929.8200493,418.5457213285714,4.0,0.11,732.500000086
4451,225,2,1409.86002728,704.93001364,3.0,0.12,444.09998674900004
4452,196,6,3239.65007396,539.9416789933333,3.0,0.08,89.23999882
4453,534,2,1159.84003834,579.92001917,5.0,0.12,607.520005311
4454,127,9,6069.18011484,674.3533460933334,6.0,0.11,212.64000323999994
4455,244,5,3409.63009642,681.926019284,4.0,0.15,-401.98997211
4456,407,7,4384.5701066,626.3671580857143,3.0,0.08,498.98000718000003
4457,174,6,4039.51004046,673.25167341,4.0,0.11,240.960001011
4458,325,4,1699.86002358,424.965005895,5.0,0.09,175.98000332499998
4459,145,7,3284.56006996,469.2228671371428,5.0,0.09,910.109985428
4460,149,10,6273.41000773,627.341000773,3.0,0.05,142.37000275999998
4461,575,1,799.88002394,799.88002394,3.0,0.11,341.36001020000003
4462,133,8,4754.540063841,594.317507980125,5.0,0.1,304.250000497
4463,294,6,3789.55006418,631.5916773633334,5.0,0.11,358.27998986700004
4464,138,8,5439.5001335199995,679.9375166899999,5.0,0.12,255.47000363100003
4465,188,5,3841.5100747,768.30201494,3.0,0.04,97.72001075
4466,366,4,1719.8400269200001,429.96000673000003,6.0,0.12,554.7100009979999
4467,274,3,1091.81002422,363.93667474,5.0,0.1,693.98000052
4468,315,4,2219.84004212,554.96001053,5.0,0.1,-34.880028179999954
4469,147,6,3489.56004718,581.5933411966666,5.0,0.11,-75.28001025799999
4470,131,7,4814.32004943,687.7600070614286,3.0,0.16,365.03999708
4471,280,5,3729.63008496,745.9260169920001,5.0,0.11,545.740007746
4472,164,3,1799.8500366600001,599.9500122200001,4.0,0.08,305.909996
4473,519,7,3571.46007146,510.20858163714286,4.0,0.11,-11.749997049999962
4474,415,4,3501.70008862,875.425022155,5.0,0.07,-376.420010368
4475,237,4,2699.71007162,674.927517905,3.0,0.09,1028.170008676
4476,216,7,4463.58007042,637.6542957742857,5.0,0.07,736.8699823930001
4477,156,7,4337.47006797,619.6385811385715,5.0,0.09,159.91000813299996
4478,179,5,2955.53003121,591.1060062419999,4.0,0.13,332.740006891
4479,139,9,4649.47007376,516.6077859733333,3.0,0.12,346.80999184999996
4480,329,2,279.95999906000003,139.97999953000001,5.0,0.1,-85.34998045900004
4481,241,6,3474.67007834,579.1116797233334,4.0,0.08,175.290000437
4482,851,3,1119.80002588,373.2666752933333,5.0,0.13,1111.21000859
4483,264,3,2147.66004178,715.8866805933334,3.0,0.08,223.680003832
4484,165,7,3509.64005468,501.37715066857146,6.0,0.08,483.30999375
4485,927,2,909.8600082,454.9300041,4.0,0.08,314.070009207
4486,254,5,2089.79006196,417.958012392,4.0,0.09,731.759981146
4487,251,7,4249.58011646,607.08287378,2.0,0.08,136.08000378
4488,383,4,2199.74002078,549.935005195,4.0,0.11,792.4299936809999
4489,302,3,2899.58007048,966.5266901599999,3.0,0.09,438.789996617
4490,277,2,2109.80004128,1054.90002064,3.0,0.11,254.070006371
4491,149,8,6719.38010048,839.92251256,3.0,0.1,254.899991521
4492,352,6,4288.51009768,714.7516829466667,4.0,0.12,244.89000653500003
4494,130,8,4514.51007667,564.31375958375,3.0,0.06,297.32999608
4495,177,6,4749.6400911,791.60668185,5.0,0.12,488.759996775
4496,412,6,5039.3900529,839.8983421500001,3.0,0.13,-718.2099838800001
4497,216,2,1349.8900260799999,674.9450130399999,4.0,0.11,-159.589965701
4498,549,3,1529.8400116,509.94667053333336,5.0,0.09,123.25002388000001
4499,268,6,3039.64005662,506.6066761033333,5.0,0.1,317.86001599
4500,186,6,2819.5300674,469.9216779,5.0,0.1,-921.8100252700001
4501,314,4,2929.79004675,732.4475116875,3.0,0.1,-710.899956764
4502,329,5,1571.78000835,314.35600166999996,5.0,0.1,1041.359992951
4503,429,5,2679.72005838,535.944011676,5.0,0.11,1295.850000895
4504,255,3,2309.6900481800003,769.8966827266668,3.0,0.12,169.590003051
4505,364,6,4645.4901086,774.2483514333334,5.0,0.1,727.929997146
4506,259,2,1439.85001376,719.92500688,4.0,0.11,895.86001296
4507,234,2,1649.8200379,824.91001895,4.0,0.08,1051.329992257
4508,323,4,2431.77007875,607.9425196875,5.0,0.14,749.859998537
4509,336,4,2464.6300356,616.1575089,4.0,0.1,-15.929989336000006
4510,335,6,4061.5800820599998,676.9300136766666,5.0,0.1,270.500004299
4511,469,4,1449.8100129,362.452503225,4.0,0.13,764.32999605
4512,378,8,5771.32014082,721.4150176025,4.0,0.12,184.50998500100002
4513,285,5,2779.78005228,555.956010456,5.0,0.1,79.01998050899999
4514,298,8,5928.3201218799995,741.0400152349999,3.0,0.09,645.239997836
4515,262,2,1549.78003314,774.89001657,4.0,0.16,-226.55001445199997
4516,345,4,2439.62006368,609.90501592,5.0,0.07,594.280011216
4517,252,10,6119.38009658,611.938009658,5.0,0.08,850.939994927
4518,224,5,2539.8000641,507.96001282,3.0,0.08,-667.41002358
4519,657,2,1309.77002713,654.885013565,6.0,0.12,565.15998749
4520,159,7,3878.63008701,554.09001243,5.0,0.1,774.450001499
4521,132,2,1463.8400231,731.92001155,5.0,0.14,264.440010068
4522,158,6,4169.4800834,694.9133472333333,6.0,0.12,-289.860008469
4523,284,5,4249.5200958000005,849.9040191600001,2.0,0.16,48.529999738
4524,158,4,1849.61999511,462.4049987775,4.0,0.1,-125.37003415999996
4525,938,1,179.98000336,179.98000336,3.0,0.05,0.8299922999999865
4526,829,2,1634.67002488,817.33501244,4.0,0.09,562.360007254
4527,461,2,909.9200287,454.96001435,5.0,0.1,406.450008661
4528,402,5,4380.52005004,876.1040100079999,4.0,0.05,214.25000096
4529,223,7,4299.5400811399995,614.2200115914285,5.0,0.12,392.550002345
4530,230,9,6454.28016279,717.14224031,4.0,0.09,-87.399972391
4531,419,3,1484.82001128,494.94000376,3.0,0.13,-468.2400064640001
4532,142,2,1209.8700180600001,604.9350090300001,4.0,0.1,169.92999672999997
4533,513,1,1119.8600349399999,1119.8600349399999,4.0,0.06,-396.360009201
4534,374,3,729.9400177,243.31333923333332,5.0,0.11,305.179995106
4535,457,6,3969.71008696,661.6183478266666,4.0,0.08,851.120007514
4536,221,5,4406.50010302,881.300020604,,,
4537,173,5,3319.63006974,663.926013948,5.0,0.14,436.789983998
4538,362,4,1979.8700447400001,494.96751118500003,4.0,0.09,861.3599985
4539,247,11,6632.2001076999995,602.9272825181818,4.0,0.1,-269.689989408
4540,338,4,2179.7500495599998,544.9375123899999,3.0,0.07,117.62999728
4541,240,3,1139.90000916,379.96666972,4.0,0.1,221.959999086
4542,332,3,1944.6700209800001,648.2233403266667,3.0,0.12,1002.6999960200001
4543,322,4,3815.5500908599997,953.8875227149999,4.0,0.08,148.129988448
4544,327,5,2574.72005658,514.944011316,6.0,0.11,692.38000488
4545,122,4,2258.84002314,564.710005785,4.0,0.08,197.74000073300002
4546,781,1,339.97001267999997,339.97001267999997,4.0,0.08,670.249991199
4547,159,6,4443.53011704,740.58835284,4.0,0.09,656.800003562
4548,308,4,1869.68003448,467.42000862,5.0,0.1,290.82999707
4549,300,6,3659.55008314,609.9250138566666,5.0,0.12,-742.4399966
4550,347,4,3359.62007149,839.9050178725,3.0,0.11,-77.29001048700002
4551,288,6,3949.5700874999998,658.2616812499999,4.0,0.1,713.650004891
4552,204,7,5444.40008176,777.7714402514285,4.0,0.12,354.089993961
4553,147,5,1449.87001796,289.97400359200003,5.0,0.08,869.960002722
4554,981,1,319.9600067,319.9600067,4.0,0.1,414.36000060000003
4556,247,6,3109.6600686,518.2766781,5.0,0.1,928.91999717
4557,285,6,5239.41010668,873.23501778,5.0,0.09,758.329989514
4558,302,1,579.9100037000001,579.9100037000001,5.0,0.12,1293.729995774
4559,198,5,4091.53008652,818.3060173040001,3.0,0.09,509.08000856
4560,453,6,4162.38005828,693.7300097133334,6.0,0.11,270.439995999
4561,163,8,5068.48010254,633.5600128175,6.0,0.09,428.940017673
4562,318,7,4599.73009878,657.1042998257143,4.0,0.1,573.5500011199999
4563,157,7,3977.41011046,568.2014443514286,5.0,0.08,-132.48998541400002
4564,322,4,3125.7700884,781.4425221,5.0,0.09,880.060003522
4565,206,2,699.8399963,349.91999815,4.0,0.11,209.040004071
4566,925,2,599.9200134,299.9600067,5.0,0.11,551.60999774
4567,122,8,4359.28007512,544.91000939,5.0,0.11,958.840020164
4568,320,8,5471.31007583,683.91375947875,3.0,0.07,-161.10002323999998
4569,428,2,1361.86003303,680.930016515,1.0,0.1,13.130000114000001
4570,289,4,725.84000402,181.460001005,3.0,0.09,400.850003567
4571,394,2,1379.8700257,689.93501285,2.0,0.09,155.25999737
4572,144,3,2149.750061,716.5833536666668,5.0,0.1,1084.850004835
4573,291,4,1657.87004856,414.46751214,5.0,0.07,567.71998317
4574,540,8,3945.50007431,493.18750928875,5.0,0.08,1089.340003466
4575,240,5,2589.620031371,517.9240062742,5.0,0.14,-271.83999971
4576,607,2,529.93001174,264.96500587,4.0,0.13,48.320000402000005
4577,275,2,1459.8500366,729.9250183,2.0,0.06,401.02000618
4578,766,3,1293.76002512,431.2533417066666,3.0,0.09,201.38999175
4579,209,7,4803.30005254,686.1857217914286,3.0,0.09,481.520003286
4580,232,7,4354.52008062,622.0742972314285,5.0,0.1,-527.18001352
4581,462,5,2404.79006586,480.95801317200005,4.0,0.12,694.3600107139999
4582,278,10,5226.14008328,522.614008328,3.0,0.07,412.510002369
4583,175,7,3911.56007959,558.7942970842857,5.0,0.1,956.69996638
4584,134,5,3409.71007154,681.942014308,5.0,0.11,13.989982590000011
4585,691,4,2111.71004679,527.9275116975,3.0,0.13,119.790000678
4586,306,3,2082.72002788,694.2400092933334,5.0,0.09,546.43000695
4587,487,2,934.89001078,467.44500539,4.0,0.11,873.839992984
4588,187,9,6188.33014302,687.5922381133333,5.0,0.12,86.06999640200003
4589,665,2,839.85003284,419.92501642,4.0,0.07,287.18000887999995
4590,170,6,3982.5600433,663.7600072166666,2.0,0.14,94.27000045999999
4591,293,3,1659.7000351,553.2333450333333,6.0,0.09,395.379980746
4592,200,5,1737.83002663,347.566005326,4.0,0.13,-439.18001603899995
4593,309,3,2609.68006518,869.89335506,5.0,0.09,914.8699960839999
4594,319,5,2839.62005602,567.924011204,5.0,0.1,615.789994679
4595,321,8,5229.54009248,653.69251156,4.0,0.13,334.29999458
4596,122,10,5834.2001228,583.42001228,5.0,0.11,989.559991053
4597,195,7,3659.6300678899997,522.8042954128571,4.0,0.1,326.37999725
4598,196,3,1909.76003266,636.5866775533333,2.0,0.11,113.70999908
4599,151,10,6197.24012758,619.7240127580001,,,
4600,272,6,2159.7700577,359.96167628333336,5.0,0.12,-638.6199684339999
4601,921,1,109.97000122,109.97000122,4.0,0.09,961.199991207
4602,532,4,2029.7400207599999,507.43500518999997,3.0,0.07,-191.86000825
4603,421,3,974.9300174699999,324.97667249,5.0,0.13,1013.62000459
4604,563,5,3739.61006928,747.922013856,4.0,0.11,-291.90998955500004
4605,145,3,2529.7700273,843.2566757666667,4.0,0.1,977.489996902
4606,385,2,1644.67000013,822.335000065,4.0,0.08,432.889992716
4607,179,2,1329.81003186,664.90501593,4.0,0.11,581.359994575
4608,297,4,1959.81005098,489.952512745,4.0,0.12,-705.160002181
4609,381,5,2549.72003938,509.944007876,3.0,0.08,176.68000412
4610,429,5,3574.64009283,714.928018566,2.0,0.12,188.21999355
4611,192,4,2305.82004176,576.45501044,4.0,0.08,1146.599993737
4612,191,4,2409.64006036,602.41001509,4.0,0.09,1120.309997369
4613,171,6,3239.58006483,539.930010805,3.0,0.09,-366.160007919
4614,976,2,1731.7700196,865.8850098,5.0,0.13,137.749999042
4615,132,4,1179.90001678,294.975004195,3.0,0.08,39.679994580000006
4616,917,1,119.9700012,119.9700012,4.0,0.07,-242.03999902
4617,292,2,1369.83002848,684.91501424,5.0,0.1,282.679999888
4618,225,9,5144.38010422,571.5977893577779,4.0,0.12,623.0899760469999
4619,178,7,3183.74007038,454.8200100542857,5.0,0.08,25.35999349100002
4620,140,4,3179.7600784799997,794.9400196199999,2.0,0.08,169.51
4621,673,3,2999.7300491799997,999.9100163933332,4.0,0.11,327.9400005
4622,668,2,1587.81000518,793.90500259,4.0,0.1,354.91000366000003
4623,299,5,2324.7500457,464.95000914,5.0,0.12,1016.82999516
4624,274,6,4559.5900879,759.9316813166666,5.0,0.1,-203.03998411299997
4625,698,3,973.78000264,324.5933342133333,4.0,0.06,94.230004007
4626,163,4,1729.7800293599998,432.44500733999996,6.0,0.12,1169.210003774
4627,458,9,6604.36013418,733.8177926866667,5.0,0.11,249.33999519899996
4628,153,5,3134.65004354,626.930008708,4.0,0.07,683.720007848
4629,495,3,1279.9100342,426.63667806666666,3.0,0.09,-232.500008075
4630,329,4,2299.66006464,574.91501616,4.0,0.14,-794.900002253
4631,257,4,2557.8000564999998,639.4500141249999,3.0,0.15,196.369997267
4632,319,3,1873.75002668,624.5833422266667,5.0,0.09,910.729993274
4633,213,6,3769.65008934,628.27501489,2.0,0.11,97.539998051
4634,267,1,299.9500122,299.9500122,6.0,0.1,684.1100117579999
4635,231,3,2159.76005178,719.92001726,2.0,0.1,27.79000090000001
4636,351,6,3029.6100656,504.93501093333333,5.0,0.07,577.6299968129999
4637,191,6,3789.51010138,631.5850168966666,3.0,0.08,580.930010319
4638,869,2,289.88999558,144.94499779,5.0,0.09,241.600000865
4639,134,4,3449.64007578,862.410018945,4.0,0.09,-111.75001390800003
4640,691,1,1059.84003446,1059.84003446,5.0,0.08,1102.709996194
4641,458,4,2159.75004381,539.9375109525,5.0,0.1,349.299993674
4642,160,4,1531.8800316,382.9700079,5.0,0.1,-279.2299843
4643,559,4,1999.920044,499.980011,4.0,0.1,965.379988984
4644,572,2,309.98000718000003,154.99000359000001,4.0,0.12,-341.050007841
4645,346,5,2301.7500381199998,460.35000762399994,2.0,0.05,9.399999857
4646,464,5,3499.7100716,699.94201432,4.0,0.1,521.889992253
4647,272,4,1399.89003374,349.972508435,4.0,0.14,-113.98999595900003
